1,0,0.04,0
2,-0.35,0.04,0
3,-0.35,0.04,0.1
4,0,0.04,0.1
5,-0.35,0,0
6,0,0,0
7,-0.35,0,0.1
8,0,0,0.1
9,-0.35,-0.04,0
10,0,-0.04,0
11,0,-0.04,0.1
12,-0.35,-0.04,0.1
13,0,0,-0.1
14,0,0.04,-0.1
15,-0.35,0,-0.1
16,-0.35,0.04,-0.1
17,0,-0.04,-0.1
18,-0.35,-0.04,-0.1
19,-0.05,0.04,0
20,-0.1,0.04,0
21,-0.15,0.04,0
22,-0.2,0.04,0
23,-0.25,0.04,0
24,-0.3,0.04,0
25,-0.35,0.04,0.05
26,-0.3,0.04,0.1
27,-0.25,0.04,0.1
28,-0.2,0.04,0.1
29,-0.15,0.04,0.1
30,-0.1,0.04,0.1
31,-0.05,0.04,0.1
32,0,0.04,0.05
33,-0.3,0,0
34,-0.25,0,0
35,-0.2,0,0
36,-0.15,0,0
37,-0.1,0,0
38,-0.05,0,0
39,-0.35,0,0.05
40,-0.3,0,0.1
41,-0.25,0,0.1
42,-0.2,0,0.1
43,-0.15,0,0.1
44,-0.1,0,0.1
45,-0.05,0,0.1
46,0,0,0.05
47,-0.3,-0.04,0
48,-0.25,-0.04,0
49,-0.2,-0.04,0
50,-0.15,-0.04,0
51,-0.1,-0.04,0
52,-0.05,-0.04,0
53,0,-0.04,0.05
54,-0.05,-0.04,0.1
55,-0.1,-0.04,0.1
56,-0.15,-0.04,0.1
57,-0.2,-0.04,0.1
58,-0.25,-0.04,0.1
59,-0.3,-0.04,0.1
60,-0.35,-0.04,0.05
61,0,0,-0.05
62,0,0.04,-0.05
63,-0.05,0,-0.1
64,-0.1,0,-0.1
65,-0.15,0,-0.1
66,-0.2,0,-0.1
67,-0.25,0,-0.1
68,-0.3,0,-0.1
69,-0.3,0.04,-0.1
70,-0.25,0.04,-0.1
71,-0.2,0.04,-0.1
72,-0.15,0.04,-0.1
73,-0.1,0.04,-0.1
74,-0.05,0.04,-0.1
75,-0.35,0.04,-0.05
76,-0.35,0,-0.05
77,0,-0.04,-0.05
78,-0.35,-0.04,-0.05
79,-0.3,-0.04,-0.1
80,-0.25,-0.04,-0.1
81,-0.2,-0.04,-0.1
82,-0.15,-0.04,-0.1
83,-0.1,-0.04,-0.1
84,-0.05,-0.04,-0.1
85,-0.05,0.04,0.05
86,-0.1,0.04,0.05
87,-0.15,0.04,0.05
88,-0.2,0.04,0.05
89,-0.25,0.04,0.05
90,-0.3,0.04,0.05
91,-0.05,0,0.05
92,-0.1,0,0.05
93,-0.15,0,0.05
94,-0.2,0,0.05
95,-0.25,0,0.05
96,-0.3,0,0.05
97,-0.3,-0.04,0.05
98,-0.25,-0.04,0.05
99,-0.2,-0.04,0.05
100,-0.15,-0.04,0.05
101,-0.1,-0.04,0.05
102,-0.05,-0.04,0.05
103,-0.3,0.04,-0.05
104,-0.25,0.04,-0.05
105,-0.2,0.04,-0.05
106,-0.15,0.04,-0.05
107,-0.1,0.04,-0.05
108,-0.05,0.04,-0.05
109,-0.05,0,-0.05
110,-0.1,0,-0.05
111,-0.15,0,-0.05
112,-0.2,0,-0.05
113,-0.25,0,-0.05
114,-0.3,0,-0.05
115,-0.05,-0.04,-0.05
116,-0.1,-0.04,-0.05
117,-0.15,-0.04,-0.05
118,-0.2,-0.04,-0.05
119,-0.25,-0.04,-0.05
120,-0.3,-0.04,-0.05
121,-0.0252369285,0.01981048776,0.0252368855
122,-0.0250000167,0.02,0.0750000048
123,-0.0749999809,0.02,0.0249999952
124,-0.275,0.02,0.0750000048
125,-0.225000019,0.02,0.0750000048
126,-0.275,0.02,0.0249999952
127,-0.324763107,0.02018951224,0.074763093
128,-0.0750000238,0.02,0.0750000048
129,-0.12499999,0.02,0.0249999952
130,-0.12499999,0.02,0.0750000048
131,-0.175,0.02,0.0249999952
132,-0.175,0.02,0.0750000048
133,-0.225000019,0.02,0.0249999952
134,-0.325,0.02,0.0249999952
135,-0.324763107,-0.01981048776,0.074763093
136,-0.275,-0.02,0.0750000048
137,-0.325,-0.02,0.0249999952
138,-0.0750000238,-0.02,0.0750000048
139,-0.0749999809,-0.02,0.0249999952
140,-0.0250000167,-0.02,0.0750000048
141,-0.12499999,-0.02,0.0750000048
142,-0.225000019,-0.02,0.0249999952
143,-0.275,-0.02,0.0249999952
144,-0.12499999,-0.02,0.0249999952
145,-0.175,-0.02,0.0750000048
146,-0.175,-0.02,0.0249999952
147,-0.225000019,-0.02,0.0750000048
148,-0.0250964117,-0.01992288208,0.0250963926
149,-0.0250964117,0.02007711792,-0.0749036074
150,-0.0749999809,0.02,-0.0750000048
151,-0.121881018,0.02117290304,-0.0276041746
152,-0.180394764,0.01977116584,-0.024114821
153,-0.16822916,0.01957876208,-0.067007246
154,-0.124803028,0.01971694568,-0.0731507921
155,-0.223254089,0.02186046792,-0.07608006
156,-0.259223824,0.02014460376,-0.0404328966
157,-0.0508048487,0.01811211016,-0.0262366605
158,-0.321782799,0.01805077936,-0.0471972179
159,-0.285260639,0.01457843304,-0.0208668113
160,-0.324763107,-0.02018951224,-0.0747631121
161,-0.325,-0.02,-0.0249999952
162,-0.275,-0.02,-0.0750000048
163,-0.275,-0.02,-0.0249999952
164,-0.224999981,-0.02,-0.0249999952
165,-0.225000019,-0.02,-0.0750000048
166,-0.175,-0.02,-0.0750000048
167,-0.175,-0.02,-0.0249999952
168,-0.0250000167,-0.02,-0.0750000048
169,-0.0750000238,-0.02,-0.0750000048
170,-0.0250964117,-0.01992288208,-0.0250963926
171,-0.12499999,-0.02,-0.0750000048
172,-0.0750000238,-0.02,-0.0249999952
173,-0.12499999,-0.02,-0.0249999952
